Date,q_conformal,coverage_proxy,abstention_rate,n_trade,n_candidates
2025-07-29,0.07283372368257217,0.9075,1.0,0,8
2025-07-30,0.07283372368257217,0.9075,1.0,0,8
2025-07-31,0.07283372368257217,0.9075,1.0,0,8
2025-08-01,0.07283372368257217,0.9075,1.0,0,8
2025-08-04,0.07360051263781606,0.9075,1.0,0,8
2025-08-05,0.07360051263781606,0.9075,1.0,0,8
2025-08-06,0.07360051263781606,0.9075,1.0,0,8
2025-08-07,0.07360051263781606,0.9075,1.0,0,8
2025-08-08,0.07360051263781606,0.9075,1.0,0,8
2025-08-11,0.07257621552663686,0.9075,1.0,0,8
2025-08-12,0.0708243454545741,0.9075,1.0,0,8
2025-08-13,0.07037455308438793,0.9075,1.0,0,8
2025-08-14,0.06894774705966089,0.9075,1.0,0,8
2025-08-15,0.06894774705966089,0.9075,1.0,0,8
2025-08-18,0.06894774705966089,0.9075,1.0,0,8
2025-08-19,0.06808713445082562,0.90625,1.0,0,8
2025-08-20,0.06808713445082562,0.90625,1.0,0,8
2025-08-21,0.06817529982270004,0.9075,1.0,0,8
2025-08-22,0.06817529982270004,0.9075,1.0,0,8
2025-08-25,0.06817529982270004,0.9075,1.0,0,8
2025-08-26,0.06817529982270004,0.9075,1.0,0,8
2025-08-27,0.06817529982270004,0.9075,1.0,0,8
2025-08-28,0.06817529982270004,0.9075,1.0,0,8
2025-08-29,0.06817529982270004,0.9075,1.0,0,8
2025-09-02,0.06576609003090489,0.9075,1.0,0,8
2025-09-03,0.0645081064604701,0.90375,1.0,0,8
2025-09-04,0.06448806495230724,0.90375,1.0,0,8
2025-09-05,0.06349048834395524,0.9025,1.0,0,8
2025-09-08,0.061163887707108885,0.90375,1.0,0,8
2025-09-09,0.05663967129561756,0.90375,1.0,0,8
2025-09-10,0.05544007479343006,0.9025,1.0,0,8
2025-09-11,0.05525197932601258,0.9025,1.0,0,8
2025-09-12,0.0534850642169493,0.9025,1.0,0,8
2025-09-15,0.0534850642169493,0.9025,0.875,1,8
2025-09-16,0.0534850642169493,0.9025,0.875,1,8
2025-09-17,0.0534850642169493,0.9025,1.0,0,8
2025-09-18,0.05230804127439716,0.9025,1.0,0,8
2025-09-19,0.051585665302461406,0.90375,1.0,0,8
2025-09-22,0.04988648492623203,0.90375,0.875,1,8
2025-09-23,0.048231583774353576,0.90375,0.875,1,8
2025-09-24,0.04722612175833003,0.90375,1.0,0,8
